meter_id,timestamp,voltage,current,power,temperature,frequency,power_factor,is_anomaly
ANM-005,2025-01-19T09:00:00,227.34,2.007,0.417,38.76,50.001,0.914,1
ANM-005,2025-01-19T10:00:00,238.82,2.003,0.443,38.94,50.005,0.926,1
ANM-005,2025-01-19T11:00:00,227.31,1.879,0.389,39.46,49.98,0.911,1
ANM-005,2025-01-19T12:00:00,227.94,1.975,0.402,39.9,49.802,0.893,1
ANM-005,2025-01-19T13:00:00,235.17,1.706,0.367,39.07,49.843,0.915,1
ANM-005,2025-01-19T14:00:00,230.09,2.099,0.438,39.3,49.914,0.907,1
ANM-005,2025-01-19T15:00:00,237.08,2.006,0.439,38.33,50.093,0.923,1
ANM-005,2025-01-19T16:00:00,229.81,2.231,0.487,38.23,50.119,0.95,1
ANM-005,2025-01-19T17:00:00,231.55,3.052,0.631,36.79,50.155,0.893,1
ANM-005,2025-01-19T18:00:00,229.46,3.336,0.689,35.14,50.243,0.9,1
ANM-005,2025-01-19T19:00:00,238.82,3.565,0.768,33.59,49.93,-0.902,1
ANM-005,2025-01-19T20:00:00,226.02,4.541,0.935,32.85,50.073,0.911,1
ANM-005,2025-01-19T21:00:00,230.88,4.47,0.967,32.36,50.148,-0.937,1
ANM-005,2025-01-19T22:00:00,227.73,3.102,0.659,30.77,50.001,0.933,1
ANM-005,2025-01-19T23:00:00,233.49,12.017,2.545,30.15,50.143,0.907,1
ANM-005,2025-01-20T00:00:00,234.93,1.905,0.411,29.56,50.044,0.918,1
ANM-005,2025-01-20T01:00:00,235.05,2.107,0.472,30.44,50.155,0.953,1
ANM-005,2025-01-20T02:00:00,234.03,2.593,0.576,30.54,50.051,0.949,1
ANM-005,2025-01-20T03:00:00,236.52,4.07,0.866,31.45,49.869,0.899,1
ANM-005,2025-01-20T04:00:00,235.74,5.419,1.156,31.5,50.253,0.905,1
ANM-005,2025-01-20T05:00:00,235.33,0.556,0.121,33.52,50.243,0.924,1
ANM-005,2025-01-20T06:00:00,227.61,1.5,0.311,35.41,49.991,0.911,1
ANM-005,2025-01-20T07:00:00,224.6,2.15,0.435,35.39,49.909,0.901,1
ANM-005,2025-01-20T08:00:00,228.72,3.256,0.694,37.4,50.036,0.932,1
ANM-005,2025-01-20T09:00:00,232.28,2.072,0.449,39.33,50.055,0.933,1
ANM-005,2025-01-20T10:00:00,233.6,1.97,0.422,38.83,50.063,0.917,1
ANM-005,2025-01-20T11:00:00,225.88,1.884,0.374,40.01,49.987,0.879,1
ANM-005,2025-01-20T12:00:00,232.7,1.559,0.333,40.26,50.073,0.918,1
ANM-005,2025-01-20T13:00:00,233.45,1.723,0.378,39.21,50.166,0.94,1
ANM-005,2025-01-20T14:00:00,225.12,2.131,0.452,38.78,49.979,0.942,1
ANM-005,2025-01-20T15:00:00,229.82,2.089,0.434,37.87,49.901,0.904,1
ANM-005,2025-01-20T16:00:00,235.56,2.555,0.547,37.32,50.038,0.909,1
ANM-005,2025-01-20T17:00:00,230.41,2.848,0.607,36.33,50.011,0.925,1
ANM-005,2025-01-20T18:00:00,229.8,3.371,0.715,34.69,49.815,0.923,1
ANM-005,2025-01-20T19:00:00,233.02,3.883,0.837,33.89,49.933,0.925,1
ANM-005,2025-01-20T20:00:00,235.44,4.053,0.853,32.17,49.983,0.894,1
ANM-005,2025-01-20T21:00:00,225.38,4.99,1.029,31.08,50.102,-0.915,1
ANM-005,2025-01-20T22:00:00,219.04,3.515,0.706,30.48,50.084,0.917,1
ANM-005,2025-01-20T23:00:00,234.29,7.956,1.711,30.97,49.861,0.918,1
ANM-005,2025-01-21T00:00:00,228.83,1.785,0.366,30.11,49.924,0.897,1
ANM-005,2025-01-21T01:00:00,234.38,13.345,2.875,30.38,49.936,0.919,1
ANM-005,2025-01-21T02:00:00,220.68,4.68,0.908,30.61,50.163,0.879,1
ANM-005,2025-01-21T03:00:00,233.86,3.95,0.848,31.92,49.951,0.918,1
ANM-005,2025-01-21T04:00:00,222.85,2.178,0.452,31.28,50.095,0.931,1
ANM-005,2025-01-21T05:00:00,240.95,0.65,0.142,33.51,50.217,0.907,1
ANM-005,2025-01-21T06:00:00,224.84,1.417,0.309,35.53,50.076,0.97,1
ANM-005,2025-01-21T07:00:00,225.21,2.401,0.499,35.57,49.907,0.923,1
ANM-005,2025-01-21T08:00:00,227.89,3.352,0.734,37.57,50.036,0.961,1
ANM-005,2025-01-21T09:00:00,227.68,2.179,0.458,38.65,49.907,0.923,1
ANM-005,2025-01-21T10:00:00,230.51,2.103,0.443,38.91,49.842,0.914,1
ANM-005,2025-01-21T11:00:00,231.19,1.874,0.392,39.48,50.134,0.905,1
ANM-005,2025-01-21T12:00:00,233.13,1.627,0.346,40.39,50.088,-0.912,1
ANM-005,2025-01-21T13:00:00,227.15,1.913,0.385,40.24,49.955,0.886,1
ANM-005,2025-01-21T14:00:00,228.02,1.796,0.382,39.44,49.802,0.933,1
ANM-005,2025-01-21T15:00:00,229.82,2.144,0.446,38.93,49.883,0.905,1
ANM-005,2025-01-21T16:00:00,240.35,2.243,0.489,37.24,49.953,0.907,1
ANM-005,2025-01-21T17:00:00,227.88,8.976,1.884,35.92,49.974,0.921,1
ANM-005,2025-01-21T18:00:00,223.35,3.215,0.68,35.5,50.144,0.947,1
ANM-005,2025-01-21T19:00:00,233.97,3.665,0.8,33.84,49.905,0.933,1
ANM-005,2025-01-21T20:00:00,235.25,4.454,0.919,32.27,50.058,0.877,1
ANM-005,2025-01-21T21:00:00,224.2,4.89,0.99,32.01,50.041,0.903,1
ANM-005,2025-01-21T22:00:00,236.93,3.144,0.692,30.46,49.992,0.929,1
ANM-005,2025-01-21T23:00:00,225.73,12.577,2.589,30.2,49.991,0.912,1
ANM-005,2025-01-22T00:00:00,226.8,19.88,4.176,29.73,50.023,-0.927,1
ANM-005,2025-01-22T01:00:00,232.84,4.33,0.925,30.51,49.88,0.917,1
ANM-005,2025-01-22T02:00:00,228.73,5.337,1.168,31.6,50.119,0.957,1
ANM-005,2025-01-22T03:00:00,227.18,5.017,1.054,30.63,50.004,-0.925,1
ANM-005,2025-01-22T04:00:00,222.17,7.4,1.512,32.46,50.185,0.92,1
ANM-005,2025-01-22T05:00:00,234.62,0.57,0.126,34.14,49.998,0.943,1
ANM-005,2025-01-22T06:00:00,227.94,1.753,0.366,34.77,50.065,0.916,1
ANM-005,2025-01-22T07:00:00,223.64,2.621,0.548,36.23,50.141,0.935,1
ANM-005,2025-01-22T08:00:00,234.12,3.015,0.648,37.81,49.973,0.918,1
ANM-005,2025-01-22T09:00:00,223.24,2.299,0.467,38.3,50.049,0.91,1
ANM-005,2025-01-22T10:00:00,230.95,1.906,0.415,39.09,50.013,0.943,1
ANM-005,2025-01-22T11:00:00,227.98,2.037,0.43,40.21,49.917,0.926,1
ANM-005,2025-01-22T12:00:00,224.48,1.615,0.33,39.5,50.047,0.91,1
ANM-005,2025-01-22T13:00:00,221.82,1.792,0.37,39.7,50.041,0.931,1
ANM-005,2025-01-22T14:00:00,232.69,1.931,0.412,39.45,49.951,0.917,1
ANM-005,2025-01-22T15:00:00,222.08,2.003,0.416,38.21,49.901,0.935,1
ANM-005,2025-01-22T16:00:00,241.22,1.976,0.441,37.41,49.974,-0.925,1
ANM-005,2025-01-22T17:00:00,226.5,3.172,0.651,36.49,50.081,-0.906,1
ANM-005,2025-01-22T18:00:00,233.8,3.548,0.73,35.46,49.987,0.88,1
ANM-005,2025-01-22T19:00:00,231.36,3.721,0.792,34.29,50.105,0.92,1
ANM-005,2025-01-22T20:00:00,229.25,4.776,0.958,32.77,49.948,0.875,1
ANM-005,2025-01-22T21:00:00,229.7,4.642,0.981,32.2,50.0,0.92,1
ANM-005,2025-01-22T22:00:00,231.97,2.961,0.643,30.74,49.941,0.936,1
ANM-005,2025-01-22T23:00:00,225.11,10.425,2.105,29.85,49.909,0.897,1
ANM-005,2025-01-23T00:00:00,228.94,9.55,1.995,29.45,50.0,0.913,1
ANM-005,2025-01-23T01:00:00,231.55,4.911,1.052,29.02,50.055,0.925,1
ANM-005,2025-01-23T02:00:00,233.85,0.886,0.187,30.75,50.004,0.903,1
ANM-005,2025-01-23T03:00:00,225.19,0.702,0.143,31.26,49.951,0.906,1
ANM-005,2025-01-23T04:00:00,226.46,4.562,0.95,33.58,50.056,0.92,1
ANM-005,2025-01-23T05:00:00,226.82,0.704,0.152,33.6,49.957,0.952,1
ANM-005,2025-01-23T06:00:00,233.52,6.805,1.46,35.37,49.994,0.919,1
ANM-005,2025-01-23T07:00:00,238.19,2.371,0.528,36.72,49.888,0.935,1
ANM-005,2025-01-23T08:00:00,223.95,0.177,0.038,37.77,49.939,0.956,1
ANM-005,2025-01-23T09:00:00,233.22,2.006,0.436,38.57,50.119,0.932,1
ANM-005,2025-01-23T10:00:00,236.39,1.992,0.436,38.58,49.946,0.926,1
ANM-005,2025-01-23T11:00:00,230.65,14.392,3.144,39.73,50.074,0.947,1
ANM-005,2025-01-23T12:00:00,225.42,1.505,0.305,40.76,50.056,0.899,1
ANM-005,2025-01-23T13:00:00,222.53,2.044,0.417,39.64,49.949,0.917,1
ANM-005,2025-01-23T14:00:00,227.82,1.982,0.41,38.5,50.157,0.908,1
ANM-005,2025-01-23T15:00:00,227.07,2.034,0.425,37.83,49.921,0.92,1
ANM-005,2025-01-23T16:00:00,234.2,2.233,0.478,37.55,49.985,0.914,1
ANM-005,2025-01-23T17:00:00,233.88,3.098,0.66,35.8,49.804,0.911,1
ANM-005,2025-01-23T18:00:00,239.96,3.095,0.693,35.75,50.102,0.933,1
ANM-005,2025-01-23T19:00:00,232.81,4.037,0.829,33.25,50.007,0.882,1
ANM-005,2025-01-23T20:00:00,230.44,4.479,0.932,31.87,49.951,0.903,1
ANM-005,2025-01-23T21:00:00,236.92,36.6,7.952,31.24,50.008,0.917,1
ANM-005,2025-01-23T22:00:00,237.88,9.438,2.097,30.26,50.044,-0.934,1
ANM-005,2025-01-23T23:00:00,232.67,5.475,1.119,29.93,50.0,0.878,1
ANM-005,2025-01-24T00:00:00,227.93,0.819,0.17,30.4,50.18,0.911,1
ANM-005,2025-01-24T01:00:00,236.28,3.103,0.66,29.6,50.02,0.9,1
ANM-005,2025-01-24T02:00:00,234.94,0.793,0.173,30.41,50.169,0.928,1
ANM-005,2025-01-24T03:00:00,233.23,1.144,0.245,31.34,49.766,0.918,1
ANM-005,2025-01-24T04:00:00,229.33,3.833,0.809,31.36,49.879,0.921,1
ANM-005,2025-01-24T05:00:00,231.67,5.52,1.144,32.69,49.953,0.894,1
ANM-005,2025-01-24T06:00:00,230.6,1.666,0.355,34.77,49.994,0.924,1
ANM-005,2025-01-24T07:00:00,239.17,2.408,0.52,36.02,50.027,0.903,1
ANM-005,2025-01-24T08:00:00,232.81,3.38,0.713,37.71,49.872,0.906,1
ANM-005,2025-01-24T09:00:00,220.94,2.256,0.464,38.95,50.012,-0.931,1
ANM-005,2025-01-24T10:00:00,227.65,10.515,2.185,39.05,49.94,0.913,1
ANM-005,2025-01-24T11:00:00,234.61,1.895,0.39,39.49,50.064,0.877,1
ANM-005,2025-01-24T12:00:00,230.82,1.484,0.325,39.71,49.999,-0.949,1
ANM-005,2025-01-24T13:00:00,232.6,5.613,1.191,40.3,50.188,0.912,1
ANM-005,2025-01-24T14:00:00,232.81,12.856,2.808,39.5,50.091,0.938,1
ANM-005,2025-01-24T15:00:00,228.5,1.812,0.39,38.4,49.939,0.942,1
ANM-005,2025-01-24T16:00:00,230.66,2.395,0.505,37.03,50.059,0.914,1
ANM-005,2025-01-24T17:00:00,223.36,14.275,2.94,36.25,50.053,0.922,1
ANM-005,2025-01-24T18:00:00,221.66,3.441,0.701,34.76,50.002,0.919,1
ANM-005,2025-01-24T19:00:00,225.44,4.077,0.841,34.63,49.962,0.915,1
ANM-005,2025-01-24T20:00:00,229.31,4.166,0.875,31.47,50.17,0.916,1
ANM-005,2025-01-24T21:00:00,235.8,4.572,0.993,31.88,50.016,0.921,1
ANM-005,2025-01-24T22:00:00,234.34,3.169,0.678,30.96,50.146,0.913,1
ANM-005,2025-01-24T23:00:00,233.17,10.037,2.097,30.45,50.071,0.896,1
ANM-005,2025-01-25T00:00:00,226.96,3.209,0.655,30.69,50.025,0.9,1
ANM-005,2025-01-25T01:00:00,224.79,5.972,1.221,29.73,50.171,0.91,1
ANM-005,2025-01-25T02:00:00,231.64,0.533,0.116,30.52,50.171,-0.938,1
ANM-005,2025-01-25T03:00:00,232.74,3.489,0.742,31.74,50.013,0.914,1
ANM-005,2025-01-25T04:00:00,227.62,0.627,0.134,33.04,50.17,0.939,1
ANM-005,2025-01-25T05:00:00,221.7,0.46,0.092,33.73,50.024,0.902,1
ANM-005,2025-01-25T06:00:00,233.42,0.081,0.017,34.83,49.966,-0.896,1
ANM-005,2025-01-25T07:00:00,229.8,2.23,0.472,36.35,50.064,0.921,1
ANM-005,2025-01-25T08:00:00,226.91,3.506,0.708,37.36,50.133,-0.89,1
ANM-005,2025-01-25T09:00:00,233.53,2.466,0.524,39.46,50.076,0.91,1
ANM-005,2025-01-25T10:00:00,234.33,2.082,0.446,38.99,50.011,0.914,1
ANM-005,2025-01-25T11:00:00,229.58,0.191,0.041,39.46,49.918,0.928,1
ANM-005,2025-01-25T12:00:00,227.44,1.629,0.349,39.55,49.995,0.942,1
ANM-005,2025-01-25T13:00:00,227.57,9.155,1.84,41.13,49.992,0.883,1
ANM-005,2025-01-25T14:00:00,229.22,1.99,0.427,39.57,50.074,0.936,1
ANM-005,2025-01-25T15:00:00,227.84,2.074,0.43,38.84,50.079,-0.91,1
ANM-005,2025-01-25T16:00:00,238.81,2.263,0.508,38.0,49.881,0.94,1
ANM-005,2025-01-25T17:00:00,234.5,0.136,0.029,36.13,49.954,0.899,1
ANM-005,2025-01-25T18:00:00,233.95,3.404,0.759,35.34,50.11,0.953,1
ANM-005,2025-01-25T19:00:00,232.61,3.919,0.826,33.31,50.035,0.906,1
ANM-005,2025-01-25T20:00:00,222.48,4.412,0.908,32.36,50.002,0.925,1
ANM-005,2025-01-25T21:00:00,225.29,4.848,0.994,31.95,50.003,0.91,1
ANM-005,2025-01-25T22:00:00,226.75,3.332,0.711,30.98,50.109,0.941,1
ANM-005,2025-01-25T23:00:00,227.38,12.932,2.599,29.23,50.059,0.884,1
ANM-005,2025-01-26T00:00:00,237.11,4.359,0.977,30.15,50.135,0.945,1
ANM-005,2025-01-26T01:00:00,228.08,1.115,0.232,29.51,49.945,0.912,1
ANM-005,2025-01-26T02:00:00,232.25,0.876,0.191,31.54,49.863,0.939,1
ANM-005,2025-01-26T03:00:00,235.22,3.13,0.685,31.79,49.881,0.931,1
ANM-005,2025-01-26T04:00:00,231.66,4.634,0.984,31.92,50.026,0.917,1
ANM-005,2025-01-26T05:00:00,234.01,0.871,0.186,35.29,49.924,-0.913,1
ANM-005,2025-01-26T06:00:00,235.75,1.645,0.353,35.16,50.068,0.91,1
ANM-005,2025-01-26T07:00:00,227.83,2.366,0.496,37.25,49.865,-0.92,1
ANM-005,2025-01-26T08:00:00,222.16,0.359,0.075,37.07,49.876,0.938,1
ANM-005,2025-01-26T09:00:00,232.72,0.121,0.025,39.07,49.954,-0.897,1
ANM-005,2025-01-26T10:00:00,232.73,2.209,0.459,39.98,50.016,0.893,1
ANM-005,2025-01-26T11:00:00,216.33,13.352,2.648,39.48,49.954,0.917,1
ANM-005,2025-01-26T12:00:00,234.77,8.825,1.875,40.4,49.983,-0.905,1
ANM-005,2025-01-26T13:00:00,220.73,14.144,2.776,40.81,49.911,0.889,1
ANM-005,2025-01-26T14:00:00,227.43,1.86,0.39,39.5,49.987,0.922,1
ANM-005,2025-01-26T15:00:00,231.31,13.984,2.976,38.33,50.077,0.92,1
ANM-005,2025-01-26T16:00:00,234.51,2.523,0.532,37.09,50.017,0.899,1
ANM-005,2025-01-26T17:00:00,233.65,3.058,0.658,37.36,49.832,-0.921,1
ANM-005,2025-01-26T18:00:00,231.63,3.634,0.771,34.26,50.115,0.916,1
ANM-005,2025-01-26T19:00:00,230.35,3.825,0.838,33.2,50.023,0.951,1
ANM-005,2025-01-26T20:00:00,235.85,4.259,0.914,31.98,49.993,-0.91,1
ANM-005,2025-01-26T21:00:00,229.11,4.286,0.928,30.92,50.002,0.945,1
ANM-005,2025-01-26T22:00:00,227.86,3.503,0.724,30.92,50.159,-0.907,1
ANM-005,2025-01-26T23:00:00,231.37,2.245,0.48,30.27,49.992,0.924,1
ANM-005,2025-01-27T00:00:00,231.69,10.983,2.337,29.92,49.944,0.919,1
ANM-005,2025-01-27T01:00:00,223.26,5.149,1.042,30.12,49.918,0.906,1
ANM-005,2025-01-27T02:00:00,222.06,4.794,1.0,30.3,49.973,0.939,1
ANM-005,2025-01-27T03:00:00,229.57,0.63,0.131,31.77,49.817,0.906,1
ANM-005,2025-01-27T04:00:00,240.37,6.249,1.353,33.45,50.038,0.901,1
ANM-005,2025-01-27T05:00:00,231.38,0.54,0.117,33.86,49.928,-0.936,1
ANM-005,2025-01-27T06:00:00,226.36,4.059,0.846,34.68,50.057,0.921,1
ANM-005,2025-01-27T07:00:00,228.01,2.39,0.503,35.95,50.068,0.923,1
ANM-005,2025-01-27T08:00:00,230.11,3.6,0.738,37.96,49.886,-0.891,1
ANM-005,2025-01-27T09:00:00,223.65,2.122,0.438,39.06,49.899,0.923,1
ANM-005,2025-01-27T10:00:00,221.11,2.212,0.449,39.13,49.83,0.918,1
ANM-005,2025-01-27T11:00:00,234.38,1.757,0.385,40.27,50.06,0.935,1
ANM-005,2025-01-27T12:00:00,223.54,1.888,0.4,39.46,50.047,0.948,1
ANM-005,2025-01-27T13:00:00,223.32,2.134,0.436,39.39,50.141,0.915,1
ANM-005,2025-01-27T14:00:00,223.47,1.747,0.37,38.49,50.151,-0.948,1
ANM-005,2025-01-27T15:00:00,237.87,0.081,0.018,38.27,50.0,0.922,1
ANM-005,2025-01-27T16:00:00,223.52,12.72,2.565,38.15,50.014,0.902,1
ANM-005,2025-01-27T17:00:00,223.62,16.1,3.215,36.11,49.959,0.893,1
ANM-005,2025-01-27T18:00:00,227.6,0.17,0.036,35.56,50.032,0.922,1
ANM-005,2025-01-27T19:00:00,216.84,0.224,0.045,33.18,49.887,0.924,1
ANM-005,2025-01-27T20:00:00,231.1,4.365,0.917,32.69,49.899,0.909,1
ANM-005,2025-01-27T21:00:00,229.24,14.103,2.913,30.68,50.021,0.901,1
ANM-005,2025-01-27T22:00:00,225.59,3.446,0.702,30.46,50.116,-0.903,1
ANM-005,2025-01-27T23:00:00,227.34,15.752,3.22,29.55,49.888,-0.899,1
ANM-005,2025-01-28T00:00:00,229.54,3.232,0.669,29.86,49.861,0.901,1
ANM-005,2025-01-28T01:00:00,227.02,3.856,0.791,29.96,50.009,0.904,1
ANM-005,2025-01-28T02:00:00,230.29,6.123,1.336,30.99,49.903,0.948,1
ANM-005,2025-01-28T03:00:00,230.1,2.081,0.436,31.05,50.131,0.91,1
ANM-005,2025-01-28T04:00:00,235.48,3.954,0.863,33.32,49.914,0.926,1
ANM-005,2025-01-28T05:00:00,233.74,0.919,0.193,32.81,50.072,0.898,1
ANM-005,2025-01-28T06:00:00,228.9,11.64,2.384,35.19,50.09,0.895,1
ANM-005,2025-01-28T07:00:00,228.18,2.272,0.495,35.57,50.232,0.955,1
ANM-005,2025-01-28T08:00:00,232.61,3.556,0.746,37.71,49.953,0.902,1
ANM-005,2025-01-28T09:00:00,221.32,2.416,0.478,38.06,50.049,0.894,1
ANM-005,2025-01-28T10:00:00,231.2,5.658,1.185,40.56,49.955,0.906,1
ANM-005,2025-01-28T11:00:00,228.75,1.861,0.393,38.95,50.127,0.923,1
ANM-005,2025-01-28T12:00:00,237.53,1.804,0.389,40.06,49.746,-0.908,1
ANM-005,2025-01-28T13:00:00,227.97,0.15,0.032,39.66,49.954,0.934,1
ANM-005,2025-01-28T14:00:00,232.07,1.649,0.354,40.06,50.019,0.925,1
ANM-005,2025-01-28T15:00:00,230.06,0.085,0.018,38.23,50.067,0.927,1
ANM-005,2025-01-28T16:00:00,229.47,2.531,0.536,38.02,49.936,0.923,1
ANM-005,2025-01-28T17:00:00,229.3,2.843,0.607,36.8,49.808,0.931,1
ANM-005,2025-01-28T18:00:00,223.86,16.765,3.535,34.85,50.144,0.942,1
ANM-005,2025-01-28T19:00:00,228.79,31.192,6.472,34.77,50.0,0.907,1
ANM-005,2025-01-28T20:00:00,229.53,34.584,7.216,32.2,49.874,-0.909,1
ANM-005,2025-01-28T21:00:00,232.02,38.912,8.224,31.28,50.11,0.911,1
ANM-005,2025-01-28T22:00:00,230.14,25.672,5.4,31.5,49.897,0.914,1
ANM-005,2025-01-28T23:00:00,236.81,10.958,2.408,30.29,50.083,-0.928,1
ANM-005,2025-01-29T00:00:00,232.64,10.02,2.185,30.45,50.072,0.938,1
ANM-005,2025-01-29T01:00:00,234.13,0.842,0.186,29.86,50.042,0.943,1
ANM-005,2025-01-29T02:00:00,229.66,8.031,1.731,31.0,49.911,0.939,1
ANM-005,2025-01-29T03:00:00,232.83,5.649,1.194,30.84,49.994,0.908,1
ANM-005,2025-01-29T04:00:00,233.96,4.699,1.007,32.19,50.055,0.916,1
ANM-005,2025-01-29T05:00:00,230.01,0.511,0.103,34.76,49.98,0.877,1
ANM-005,2025-01-29T06:00:00,229.06,1.324,0.279,35.04,49.941,0.92,1
ANM-005,2025-01-29T07:00:00,236.08,2.227,0.47,36.38,50.031,0.894,1
ANM-005,2025-01-29T08:00:00,240.83,10.011,2.211,37.22,50.096,0.917,1
ANM-005,2025-01-29T09:00:00,228.82,2.223,0.467,38.51,50.049,0.918,1
ANM-005,2025-01-29T10:00:00,218.0,2.351,0.469,39.27,50.04,-0.915,1
ANM-005,2025-01-29T11:00:00,224.62,1.819,0.384,40.22,50.125,0.94,1
ANM-005,2025-01-29T12:00:00,226.77,0.16,0.034,39.72,49.936,0.926,1
ANM-005,2025-01-29T13:00:00,225.98,1.783,0.363,40.3,49.844,0.901,1
ANM-005,2025-01-29T14:00:00,227.38,14.968,3.176,39.14,49.944,0.933,1
ANM-005,2025-01-29T15:00:00,234.91,5.862,1.23,38.4,50.019,0.893,1
ANM-005,2025-01-29T16:00:00,236.39,2.168,0.494,37.83,49.952,0.964,1
ANM-005,2025-01-29T17:00:00,230.12,2.826,0.595,36.79,49.783,-0.915,1
ANM-005,2025-01-29T18:00:00,233.47,3.281,0.707,34.93,50.037,-0.923,1
ANM-005,2025-01-29T19:00:00,231.87,3.46,0.755,33.83,50.074,0.941,1
ANM-005,2025-01-29T20:00:00,226.74,4.876,1.005,31.34,50.02,-0.909,1
ANM-005,2025-01-29T21:00:00,232.81,4.525,0.965,31.75,49.996,0.916,1
ANM-005,2025-01-29T22:00:00,228.85,3.427,0.731,30.76,49.978,0.932,1
ANM-005,2025-01-29T23:00:00,222.63,0.421,0.085,30.63,50.109,0.909,1
ANM-005,2025-01-30T00:00:00,232.5,4.447,0.974,29.85,49.945,0.942,1
ANM-005,2025-01-30T01:00:00,230.67,34.73,7.195,30.3,50.018,0.898,1
ANM-005,2025-01-30T02:00:00,233.73,11.61,2.421,30.58,50.114,0.893,1
ANM-005,2025-01-30T03:00:00,231.5,0.828,0.174,30.19,49.97,0.908,1
ANM-005,2025-01-30T04:00:00,227.04,2.761,0.615,32.87,49.88,0.982,1
ANM-005,2025-01-30T05:00:00,225.94,0.028,0.006,32.89,49.984,0.921,1
ANM-005,2025-01-30T06:00:00,235.89,1.585,0.356,35.21,50.07,0.952,1
ANM-005,2025-01-30T07:00:00,227.03,2.516,0.525,36.85,49.998,0.919,1
ANM-005,2025-01-30T08:00:00,220.84,10.572,2.085,37.1,49.816,-0.893,1
ANM-005,2025-01-30T09:00:00,224.89,2.226,0.451,38.69,49.735,0.901,1
ANM-005,2025-01-30T10:00:00,234.71,2.045,0.441,39.23,50.224,0.919,1
ANM-005,2025-01-30T11:00:00,227.15,1.565,0.327,39.59,49.924,0.92,1
ANM-005,2025-01-30T12:00:00,229.19,1.583,0.34,39.56,50.109,0.937,1
ANM-005,2025-01-30T13:00:00,229.33,14.008,3.032,41.09,49.992,-0.944,1
ANM-005,2025-01-30T14:00:00,229.89,0.189,0.04,38.96,50.067,0.922,1
ANM-005,2025-01-30T15:00:00,228.61,2.013,0.429,38.86,49.981,0.932,1
ANM-005,2025-01-30T16:00:00,230.8,6.966,1.455,37.51,49.978,0.905,1
ANM-005,2025-01-30T17:00:00,233.25,20.672,4.552,36.64,50.014,0.944,1
ANM-005,2025-01-30T18:00:00,227.15,3.443,0.707,35.15,49.846,-0.904,1
ANM-005,2025-01-30T19:00:00,238.32,0.184,0.04,33.62,50.042,0.915,1
ANM-005,2025-01-30T20:00:00,228.1,0.222,0.047,31.79,50.066,0.93,1
ANM-005,2025-01-30T21:00:00,219.94,0.512,0.104,31.17,50.062,0.922,1
ANM-005,2025-01-30T22:00:00,229.52,10.107,2.088,30.26,49.958,0.9,1
ANM-005,2025-01-30T23:00:00,230.57,16.507,3.528,30.23,50.111,0.927,1
ANM-006,2025-01-01T00:00:00,219.28,2.031,0.392,29.78,49.711,0.88,0
ANM-006,2025-01-01T01:00:00,222.84,1.804,0.379,29.54,50.01,0.943,0
ANM-006,2025-01-01T02:00:00,225.94,2.928,0.616,30.01,49.974,0.931,0
ANM-006,2025-01-01T03:00:00,229.27,2.437,0.504,31.79,50.041,0.902,0
ANM-006,2025-01-01T04:00:00,229.28,2.404,0.485,32.69,49.917,0.88,0
ANM-006,2025-01-01T05:00:00,227.21,1.32,0.285,33.58,49.878,0.95,0
ANM-006,2025-01-01T06:00:00,228.86,4.782,0.985,34.21,49.979,0.9,0
ANM-006,2025-01-01T07:00:00,236.68,5.413,1.185,36.61,49.876,0.925,0
ANM-006,2025-01-01T08:00:00,239.39,7.834,1.776,37.67,49.958,0.947,0
ANM-006,2025-01-01T09:00:00,238.7,5.283,1.145,39.15,49.944,0.908,0
ANM-006,2025-01-01T10:00:00,233.66,4.358,0.951,39.88,49.972,0.934,0
ANM-006,2025-01-01T11:00:00,230.38,4.589,0.978,40.33,49.932,0.925,0
ANM-006,2025-01-01T12:00:00,231.68,4.391,0.939,40.46,49.921,0.923,0
ANM-006,2025-01-01T13:00:00,233.92,3.675,0.796,40.39,50.022,0.926,0
ANM-006,2025-01-01T14:00:00,230.09,5.524,1.158,39.67,50.046,0.911,0
ANM-006,2025-01-01T15:00:00,227.49,4.425,0.908,39.04,49.962,0.902,0
ANM-006,2025-01-01T16:00:00,226.7,5.522,1.198,37.84,50.172,0.957,0
ANM-006,2025-01-01T17:00:00,222.91,7.607,1.599,36.51,50.006,0.943,0
ANM-006,2025-01-01T18:00:00,229.05,8.193,1.642,34.27,49.9,0.875,0
ANM-006,2025-01-01T19:00:00,234.91,9.815,2.075,32.89,50.085,0.9,0
ANM-006,2025-01-01T20:00:00,226.42,11.259,2.381,33.33,50.037,0.934,0
ANM-006,2025-01-01T21:00:00,226.1,12.354,2.405,31.4,49.987,0.861,0
ANM-006,2025-01-01T22:00:00,219.63,8.641,1.729,30.59,49.945,0.911,0
ANM-006,2025-01-01T23:00:00,226.56,5.276,1.095,30.36,49.926,0.916,0
ANM-006,2025-01-02T00:00:00,225.41,1.36,0.286,30.21,49.951,0.933,0
ANM-006,2025-01-02T01:00:00,223.48,1.83,0.38,29.25,49.962,0.929,0
ANM-006,2025-01-02T02:00:00,236.58,2.53,0.538,31.18,50.125,0.899,0
ANM-006,2025-01-02T03:00:00,230.1,2.208,0.47,31.92,50.025,0.925,0
ANM-006,2025-01-02T04:00:00,224.53,2.256,0.457,31.99,49.908,0.902,0
ANM-006,2025-01-02T05:00:00,220.58,1.989,0.401,33.63,49.953,0.914,0
